no;urut;kode;pemda;pdrbb2013;pdrbb2014;pdrbb2015;pdrbb2016;pdrbb2017;pdrbb2018;pdrbb2019;pdrbb2020;pdrbb2021;pdrbb2022;pdrbb2023;gpdrbb2014;gpdrbb2015;gpdrbb2016;gpdrbb2017;gpdrbb2018;gpdrbb2019;gpdrbb2020;gpdrbb2021;gpdrbb2022;gpdrbb2023;bd2014;bd2015;bd2016;bd2017;bd2018;bd2019;bd2020;bd2021;bd2022;bd2023;prpad2014;prpad2015;prpad2016;prpad2017;prpad2018;prpad2019;prpad2020;prpad2021;prpad2022;prpad2023;prbm2014;prbm2015;prbm2016;prbm2017;prbm2018;prbm2019;prbm2020;prbm2021;prbm2022;prbm2023;eftpad2014;eftpad2015;eftpad2016;eftpad2017;eftpad2018;eftpad2019;eftpad2020;eftpad2021;eftpad2022;eftpad2023;ba2014;ba2015;ba2016;ba2017;ba2018;ba2019;ba2020;ba2021;ba2022;ba2023;psilpa2014;psilpa2015;psilpa2016;psilpa2017;psilpa2018;psilpa2019;psilpa2020;psilpa2021;psilpa2022;psilpa2023;size2014;size2015;size2016;size2017;size2018;size2019;size2020;size2021;size2022;size2023;opinib2014;opinib2015;opinib2016;opinib2017;opinib2018;opinib2019;opinib2020;opinib2021;opinib2022;opinib2023;area2014;area2015;area2016;area2017;area2018;area2019;area2020;area2021;area2022;area2023;adm2014;adm2015;adm2016;adm2017;adm2018;adm2019;adm2020;adm2021;adm2022;adm2023
23;32;3402;KABUPATEN BANTUL;3402;17683;19325;20913;22612;24443;26345;26137;28126;31193;34012;;;;;;;;;;;0,074604721;0,050683687;0,037210866;0,004155548;0,083440403;0,0523739;0,090330105;0,016667231;0,054959822;0,057850982;0,197038252;0,20019467;0,202193569;0,236802934;0,207677493;0,222921675;0,227860864;0,219922381;0,239130239;0,243135146;0,182559507;0,17321676;0,140865032;0,160163968;0,15614704;0,147449938;0,1033577;0,123145644;0,097558151;0,094414631;1,348068503;1,250318801;1,15726194;1,3384234;1,101181833;1,12715758;1,020886581;0,991736882;1,062437431;1,064205462;0,019590208;0,023150883;0,093143837;0,039139853;0,018063188;0,04186236;0,154021104;0,050507876;0,011150826;0,002098171;0,156247425;0,149097523;0,126037256;0,118467007;0,125309391;0,103125621;0,113168373;0,119332266;0,095387958;0,081222001;3,68548E+12;2,33598E+12;3,03055E+12;3,04564E+12;3,25502E+12;3,44185E+12;3,48251E+12;3,61847E+12;3,58594E+12;3,61691E+12;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
24;33;1607;KABUPATEN BANYUASIN;1607;19134;20822;22733;24501;26559;28688;29101;30993;34143;37637;;;;;;;;;;;0,137105622;0,042076283;0,024528885;0,086247366;0,06809197;0,076073138;0,000513078;0,052361373;0,062767743;0,092405451;0,058328075;0,055943696;0,053411644;0,062790556;0,067576065;0,081891475;0,091195853;0,099941882;0,096471741;0,108630652;0,341277807;0,261211446;0,200051024;0,154193259;0,133746851;0,175240852;0,228476815;0,190592182;0,175563229;0,157669938;1,673901974;0,99463288;1,106686817;1,169129103;1,27087765;1,46380275;1,102281136;0,988097685;0,875216335;0,997271174;0,093365458;0,014158013;0,01642935;0,0360274;0,021377675;0,082947493;0,045684796;0,134667896;0,084338672;0,07858348;0,043913624;0,035642819;0,041979912;0,036902957;0,075307174;0,064264853;0,004122754;0,012403106;0,015862475;0,010402644;4,16508E+12;3,75957E+12;3,93608E+12;3,85344E+12;4,04925E+12;4,21574E+12;4,52785E+12;4,81535E+12;4,88969E+12;5,07401E+12;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25;34;3302;KABUPATEN BANYUMAS;3302;34923;38799;42017;45586;49896;53949;53682;56920;62817;68752;;;;;;;;;;;0,092023727;0,070498472;0,003083291;0,049877999;0,00273944;0,002031022;0,066800443;0,022604737;0,039575679;0,016148524;0,188699136;0,189234144;0,189773707;0,192378759;0,198512393;0,199947688;0,200652753;0,218478205;0,240101572;0,244379905;0,157598883;0,143282833;0,138082357;0,14762004;0,158302899;0,138478827;0,111866584;0,125983627;0,13303426;0,095264149;1,370977058;1,302334741;1,201837657;1,189767373;1,105717019;1,079021937;0,915492153;1,009264378;0,962218298;0,961343465;0,031795588;0,049329335;0,083155008;0,065013002;0,044119074;0,045235314;0,132154798;0,118437047;0,002469388;0,030473004;0,152089973;0,173947358;0,136607427;0,118685216;0,088901363;0,070658036;0,088352544;0,134584285;0,07661257;0,070536623;4,57453E+12;4,99629E+12;5,12821E+12;5,46378E+12;6,41987E+12;6,22665E+12;6,54052E+12;7,25828E+12;7,3803E+12;7,48663E+12;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
26;35;3510;KABUPATEN BANYUWANGI;3510;53371;60179;66346;72130;77847;83607;81103;85919;93279;101297;;;;;;;;;;;0,167480155;0,160685298;0,120231787;0,014520386;0,005672465;0,00855477;0,021421998;0,04771944;0,082333017;0,062456981;0,117194344;0,124855631;0,131119962;0,14236468;0,150140226;0,157698569;0,14770686;0,163466705;0,159682891;0,168240746;0,242919479;0,255096194;0,294506772;0,236696708;0,174452056;0,175269003;0,176204603;0,213700815;0,204145365;0,233202838;1,357030648;1,393336487;1,197648118;1,000839054;0,853399395;0,867054375;0,81103695;0,877316932;0,997596887;0,987403285;0,034817436;0,065888962;0,104600136;0,034061557;0,085080584;0,052999217;0,069571528;0,038121258;0,106880282;0,11890897;0,138260715;0,133798515;0,029264969;0,013946502;0,021709666;0,059517583;0,095034184;0,121906783;0,088904203;0,011042817;3,12068E+12;3,17481E+12;3,95253E+12;4,08802E+12;4,15448E+12;4,41337E+12;4,61081E+12;4,88071E+12;4,97593E+12;9,87618E+12;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27;36;6304;KABUPATEN BARITO KUALA;6304;5517;6250;6843;7445;8056;8714;8710;9175;9868;10568;;;;;;;;;;;0,139752977;0,194866569;0,077053381;0,076142976;0,089850063;0,008321099;0,01410898;0,022632038;0,219461903;0,098297739;0,071100145;0,059369109;0,048601097;0,075270215;0,082045708;0,062470011;0,054244915;0,08475303;0,045813527;0,06422478;0,344348964;0,345579705;0,317047093;0,186987144;0,23027456;0,211678853;0,189533376;0,16296811;0,187554239;0,202863406;3,288766897;2,05039452;1,227081892;1,802305554;1,617888771;1,196992438;1,035120024;1,767525333;1,063117655;1,398241688;0,117305911;0,176002104;0,088048616;0,018846745;0,037707576;0,023470958;0,001694376;0,001443017;0,056625857;0,09895501;0,145141128;0,088847232;0,049306072;0,095023602;0,121659459;0,100610322;0,086686498;0,088965934;0,184894018;0,145862915;2,49107E+12;1,82942E+12;2,04335E+12;2,08195E+12;2,26732E+12;2,30243E+12;2,37787E+12;2,35391E+12;2,61671E+12;2,90135E+12;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0
28;37;6204;KABUPATEN BARITO SELATAN;6204;4080;4443;4889;5410;5944;6363;6278;6681;8132;8481;;;;;;;;;;;0,001387979;0,046115478;0,0715291;0,00153364;0,003653959;0,015628012;0,097214461;0,014712883;0,127024493;0,001804672;0,041730533;0,044921699;0,047229959;0,052917932;0,081997255;0,076837347;0,057516306;0,097742896;0,069794887;0,054930692;0,233650958;0,207151018;0,17399178;0,146405963;0,206416627;0,209516263;0,21115006;0,185601837;0,175644638;0,223370053;0,934091559;0,914698166;0,880354971;0,88649309;1,124357829;0,853994923;0,605582979;1,020508463;0,803732516;0,812775811;0,06334985;0,089291842;0,106052417;0,031497083;0,061935095;0,025458982;0,183255896;0,079575149;0,001523227;0,003477322;0,14235191;0,115407185;0,091185743;0,105101162;0,096266479;0,053288452;0,08623012;0,071549935;0,103849429;0,08809337;1,65771E+12;1,27388E+12;1,56356E+12;1,71987E+12;1,68921E+12;1,78169E+12;1,8932E+12;2,05197E+12;2,1249E+12;2,61194E+12;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29;38;6213;KABUPATEN BARITO TIMUR;6213;4770;5099;5628;6324;7043;7549;7104;7950;10948;10905;;;;;;;;;;;0,083197043;0,022194729;0,063250698;0,07216422;0,073886037;0,039118536;0,079471604;0,021526109;0,066169988;0,115866056;0,07995776;0,047348095;0,040161593;0,123100964;0,055063812;0,063277779;0,070467385;0,102348912;0,082159458;0,05545304;0,203027616;0,198927441;0,176341578;0,149575964;0,108952363;0,133528924;0,092061967;0,132938157;0,115757772;0,190012681;1,652799216;1,104001085;0,791609704;0,986659083;0,360009704;0,656097104;0,69723918;0,897754833;0,720749712;0,278407048;0,057478107;0,030037617;0,12422858;0,069109887;0,131422774;0,087028824;0,195308555;0,100732403;0,054999404;0,088359559;0,173556269;0,118646371;0,053896443;0,010518588;0,034645465;0,076834412;0,175455271;0,187098345;0,249770196;0,156869481;1,35139E+12;1,15523E+12;1,23249E+12;1,34167E+12;1,32724E+12;1,41488E+12;1,38639E+12;1,45551E+12;1,50436E+12;1,68229E+12;0;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30;39;6205;KABUPATEN BARITO UTARA;6205;6299;6708;7359;8255;9221;9801;9392;10565;14298;14178;;;;;;;;;;;0,130492973;0,048893181;0,080024998;0,061821092;0,01358237;0,009421876;0,03216242;0,144346466;0,208895325;0,178983691;0,048511673;0,051433919;0,046576817;0,060245907;0,063457324;0,059309411;0,066531959;0,084335094;0,080016038;0,041820374;0,264013035;0,332088864;0,276664764;0,329453636;0,235329098;0,241108962;0,184993562;0,167970013;0,231223211;0,3228638;1,185947556;1,258671995;1,421457461;0,967313735;0,750189435;0,867449836;0,626405197;1,118967485;1,03065861;0,995753545;0,039837172;0,102354338;0,062478641;0,081160453;0,040745081;0,058827299;0,091754043;0,03505063;0,09113803;0,039692974;0,477307345;0,182784899;0,233181286;0,272368357;0,178838292;0,174537882;0,216916402;0,311959761;0,344066233;0,35493185;2,88032E+12;2,40936E+12;2,71332E+12;2,88624E+12;2,90028E+12;3,75047E+12;3,19816E+12;3,34263E+12;3,79012E+12;5,76024E+12;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31;40;7311;KABUPATEN BARRU;7311;4434;4942;5459;5962;6614;7271;7432;8057;8878;9391;;;;;;;;;;;0,007857982;0,166583075;0,050411045;0,194333895;0,010146135;0,036623146;0,069497793;0,013946082;0,002364005;0,015568197;0,064942347;0,061262633;0,085723733;0,128566009;0,108612579;0,110433323;0,110753566;0,096685604;0,10709506;0,122317419;0,188318418;0,328914916;0,300582456;0,342982953;0,262655749;0,220499197;0,137792099;0,126213833;0,162924328;0,163237662;1,323677474;1,197796876;1,27570303;1,686964902;0,919084965;0,944310572;0,894075999;0,854180495;1,204836892;1,041358274;0,098040197;0,087650602;0,060089172;0,170383251;0,061701577;0,019047301;0,09005143;0,07304366;0,009258082;0,013744864;0,195330156;0,18183452;0,181680298;0,173134991;0,146864839;0,089010454;0,078007315;0,126263018;0,127466606;0,10403078;2,1899E+12;1,39382E+12;2,08086E+12;2,24926E+12;2,22991E+12;2,23558E+12;2,24328E+12;2,2617E+12;2,29295E+12;2,27544E+12;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0
32;41;3325;KABUPATEN BATANG;3325;14408;15909;17280;18662;20179;21574;21621;23126;25444;27890;;;;;;;;;;;0,139474426;0,077335706;0,06238956;0,029963146;0,02832509;0,000361728;0,05842036;0,020039688;0,010382447;0,019282335;0,142532853;0,128715619;0,140101151;0,140348284;0,139579965;0,138893725;0,148534224;0,177179368;0,171886414;0,181339674;0,129758851;0,141383469;0,143435515;0,104701778;0,096846525;0,120666785;0,091951703;0,110133375;0,101667077;0,077510886;1,584735002;1,255972432;1,319613527;1,134109255;1,019940539;1,045127642;1,044743447;1,202535689;0,983669421;1,09242709;0,072985685;0,00043825;0,069060182;0,065475321;0,01051744;0,036454035;0,120650794;0,048802083;0,014973677;0,012599548;0,113510121;0,114554384;0,062521663;0,061723688;0,059785191;0,069339809;0,100915444;0,11383808;0,082499377;0,079508317;2,69543E+12;2,12518E+12;2,34079E+12;2,40341E+12;2,51175E+12;2,66437E+12;2,90976E+12;2,99584E+12;3,08822E+12;3,10538E+12;0;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
33;42;1504;KABUPATEN BATANGHARI;1504;10981;12063;13358;14695;15677;16466;16393;18809;24308;25447;;;;;;;;;;;0,000731265;0,068492413;0,015692383;0,046911124;0,037287703;0,047445481;0,18607902;0,023054943;0,068219004;0,015779659;0,074553924;0,075299309;0,068359328;0,075017239;0,082358988;0,069331649;0,087052995;0,110425171;0,084608285;0,097050433;0,253493818;0,160644509;0,165039377;0,176052397;0,127380776;0,187142859;0,125706871;0,141435976;0,208873645;0,300956299;1,33271943;0,99432077;0,949622982;1,008493498;0,882219029;0,64710807;0,633316417;1,075599718;0,771535107;0,878904003;0,053788916;0,059651568;0,085315524;0,032873906;0,07563654;0,031150481;0,191933384;0,052212079;0,202376642;0,022844508;0,071217678;0,006447172;0,032551083;0,020258778;0,039577382;0,013131075;0,011045266;0,073999845;0,027254261;0,009593349;2,26451E+12;1,4826E+12;1,57752E+12;1,70962E+12;1,78108E+12;1,93518E+12;4,81895E+11;1,99938E+12;2,19729E+12;2,38609E+12;0;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
34;43;1219;KABUPATEN BATUBARA;1219;23461;25395;27555;29757;31972;34048;34988;37198;40867;43775;;;;;;;;;;;0,136549335;0,071177273;0,17196288;0,028550713;0,000851384;0,045696228;0,062195428;0,028760198;0,06309896;0,008755154;0,051471701;0,056060404;0,054353721;0,06294383;0,061131329;0,108342505;0,140736547;0,149362141;0,102394844;0,106523659;0,265340567;0,252364932;0,283951328;0,154255628;0,140480262;0,185835928;0,171931488;0,177352942;0,114812647;0,202421087;1,535507842;1,188018;1,17771623;1,297618677;1,018337048;1,4292751;0,943773947;1,205201104;0,781450773;0,984981349;0,010719382;0,024926229;0,174359527;0,002682499;0,073178843;0,022986326;0,106918287;0,009557825;0,120867674;0,029711876;0,124429458;0,135914798;0,081521048;0,081039132;0,135422626;0,106575984;0,092644344;0,105133922;0,059994422;0,011716662;1,49553E+12;1,20822E+12;1,63498E+12;1,9539E+12;2,10408E+12;2,21047E+12;2,1683E+12;2,16019E+12;1,90915E+12;2,02651E+12;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35;44;3216;KABUPATEN BEKASI;3216;227590;246003;261911;281822;305608;327730;317634;340390;367562;393823;;;;;;;;;;;0,268285997;0,154808121;0,072226711;0,076468407;0,028439029;0,042362908;0,045919482;0,04172678;0,052326872;0,088336396;0,394409443;0,407668767;0,419181385;0,463058616;0,40315221;0,430029735;0,428931623;0,422892908;0,430404792;0,434719127;0,310685745;0,276274072;0,265818085;0,200385496;0,168776592;0,172128644;0,122300142;0,117253435;0,120814387;0,145409632;1,376832531;1,391493461;1,177618316;1,208051623;1,05811213;1,115679679;0,974544819;1,005411023;1,008872904;1,045498264;0,046739765;0,032027888;0,04993448;0,060989193;0,127143365;0,065076098;0,153141831;0,075546493;0,045978678;0,019630534;0,213282899;0,238672785;0,165155462;0,178656408;0,198117864;0,203466831;0,221856049;0,175648625;0,131531447;0,084296448;1,19458E+13;1,04948E+13;1,09438E+13;1,15675E+13;1,24868E+13;1,30719E+13;1,35958E+13;1,39566E+13;1,4155E+13;1,51084E+13;1;1;1;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36;45;1902;KABUPATEN BELITUNG;1902;6731;7328;8001;8740;9318;9870;9827;11011;12322;13504;;;;;;;;;;;0,066090564;0,070552947;0,009419569;0,097717148;0,023173316;0,064040824;0,094431521;0,053091389;0,15543506;0,114485269;0,142423284;0,148539712;0,151680936;0,200404155;0,199266491;0,164090698;0,169415513;0,182934916;0,169737004;0,167008107;0,213113375;0,282740928;0,259286534;0,240318201;0,220960016;0,21487297;0,135351705;0,087128112;0,119531251;0,136254849;1,422443127;1,309105766;1,222421694;1,715343764;1,238294129;1,341883246;1,056767482;1,242360044;1,412230888;1,317752955;0,086487847;0,041478138;0,076355427;0,040315311;0,080207305;0,017600532;0,148030963;0,0961306;0,005302228;0,00571255;0,218565312;0,154223576;0,110304493;0,19381329;0,220257305;0,182026423;0,127567123;0,140731374;0,159855371;0,166122621;2,16155E+12;1,73145E+12;1,60055E+12;1,68492E+12;2,07584E+12;2,28147E+12;2,26319E+12;2,30862E+12;2,33855E+12;2,40942E+12;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
37;46;1906;KABUPATEN BELITUNG TIMUR;1906;5667;6126;6604;7152;7409;7728;7834;8882;9783;10545;;;;;;;;;;;0,156989645;0,073398931;0,044784755;0,053506531;0,009260161;0,010515836;0,125449613;0,007947862;0,135917685;0,074868013;0,10784659;0,117208767;0,119739699;0,148541814;0,132764488;0,125453252;0,131562965;0,137154934;0,129579188;0,117598433;0,258558105;0,274589268;0,255364465;0,150712774;0,212921372;0,172819761;0,107422837;0,114400165;0,141172634;0,151598099;1,520457054;1,207841052;1,186688026;1,196471335;1,123594088;1,029172601;0,837299374;1,024918482;1,08614434;0,959496906;0,043240491;0,041798161;0,114698494;0,117915209;0,059329371;0,076718788;0,195783353;0,131660213;0,027996676;0,026433936;0,245317874;0,159513024;0,055768089;0,097210101;0,096977315;0,113758779;0,133525292;0,130533721;0,167138146;0,150272738;1,12139E+12;1,38276E+12;1,47228E+12;1,37973E+12;1,46911E+12;1,59551E+12;1,55889E+12;1,60813E+12;1,63264E+12;1,68264E+12;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
38;47;5304;KABUPATEN BELU;5304;2771;3086;3452;3785;4142;4481;4550;4699;5036;5481;;;;;;;;;;;0,021183339;0,025678829;0,065413844;0,059906702;0,015986254;0,001961626;0,104647769;0,052496921;0,085683638;0,015928218;0,119703795;0,098031195;0,091645304;0,105495713;0,095662754;0,088890105;0,091096536;0,084493643;0,081755451;0,117685572;0,178598317;0,205159812;0,230213788;0,264332382;0,205033935;0,214641638;0,184445992;0,11281217;0,125341874;0,172458618;1,452213752;1,145964101;1,200002471;1,717910991;1,2947206;1,06722569;0,835763044;0,646733477;0,738288184;1,192892524;0,10435719;0,025721965;0,088225812;0,001324638;0,002001251;0,018107848;0,126207665;0,113224021;0,126556872;0,044017195;0,237100129;0,130099783;0,095595174;0,106251296;0,086356956;0,062048627;0,028162598;0,053139851;0,052469338;0,078172824;1,32627E+12;1,15078E+12;1,24903E+12;1,47993E+12;1,46355E+12;1,60032E+12;1,64748E+12;1,60868E+12;1,87691E+12;1,67787E+12;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0
39;48;1117;KABUPATEN BENER MERIAH;1117;3312;3550;3802;3998;4204;4425;4528;5007;5476;6019;;;;;;;;;;;0,045061722;0,121283951;0,182066132;0,029285593;0,040086742;0,08613442;0,066875605;0,022424625;0,008177887;0,047846446;0,061077444;0,070675489;0,06732762;0,079587954;0,077343969;0,083454978;0,071888596;0,061756619;0,063602055;0,083929454;0,333532872;0,28834477;0,277924544;0,238520256;0,187036228;0,184027219;0,178217723;0,187008868;0,138459323;0,130235468;1,315099097;0,985499103;1,094478661;0,836491822;0,584498505;0,932736554;0,680585936;0,7570696;1,048742487;1,36824205;0,037891528;0,116793534;0,191102568;0,047595511;0,039127267;0,081582302;0,070960751;0,045092075;0,004340521;0,024287178;0,020846203;0,022627601;0,001754302;0,002468588;0,001894401;0,005170065;0,009893891;0,031675514;0,01492526;0,017567131;1,54293E+12;1,25135E+12;1,41021E+12;1,56335E+12;1,60112E+12;1,62279E+12;1,64196E+12;1,70854E+12;1,67957E+12;1,65539E+12;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
40;50;6107;KABUPATEN BENGKAYANG;6107;5564;6123;6724;7390;8062;8729;8673;9319;10323;11146;;;;;;;;;;;0,020004164;0,21729015;0,017025508;0,029948424;0,004996933;0,030184755;0,076919947;0,025647296;0,008330824;0,011794637;0,049908963;0,039179673;0,040571657;0,042281779;0,05030209;0,04663955;0,05351743;0,059394473;0,071506449;0,06556781;0,342107854;0,282323132;0,307445048;0,294110158;0,189096626;0,180315424;0,124341699;0,146435395;0,273093716;0,228807627;1,191458755;1,134027277;1,068531133;0,911610443;0,960314223;0,873798907;0,96507112;1,066165579;0,998016538;1,0626607;0,036235657;0,137233516;0,013524662;0,051495489;0,145890533;0,1232776;0,115439916;0,015265071;0,041890415;0,002333526;0,074880367;0,097904223;0,042881069;0,010909852;0,005021054;0,062913076;0,107622897;0,126009845;0,11510488;0,040232146;1,93521E+12;1,50196E+12;1,73303E+12;1,76392E+12;1,88241E+12;1,98667E+12;2,0555E+12;2,01827E+12;2,44992E+12;2,51387E+12;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
41;51;1701;KABUPATEN BENGKULU SELATAN;1701;3611;4025;4439;4873;5303;5701;5820;6197;6713;7201;;;;;;;;;;;0,031297374;0,064271483;0,086113094;0,012266443;0,015561134;0,012154197;0,058752249;0,029029607;0,039867467;0,059374641;0,05715118;0,063413039;0,057091349;0,062001715;0,073548998;0,079491873;0,085717416;0,074289649;0,055599118;0,052724225;0,181447998;0,197551429;0,197337897;0,139469335;0,107382036;0,155036745;0,167487592;0,117900401;0,113168584;0,134097182;2,028804245;1,29082411;1,267887281;1,072272839;1,145160142;1,437633502;1,072233769;1,259234289;1,008188632;1,267655102;0,052856421;0,000756088;0,051768876;0,058164965;0,026638076;0,02899648;0,062722649;0,057450668;0,001598383;0,025801908;0,08668961;0,057649878;0,004134035;0,030186809;0,038092711;0,030546182;0,002847408;0,057083619;0,056549925;0,054101645;1,37968E+12;1,07907E+12;1,18313E+12;1,20029E+12;1,22056E+12;1,31163E+12;1,30229E+12;1,3963E+12;1,41746E+12;1,47856E+12;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
42;52;1709;KABUPATEN BENGKULU TENGAH;1709;2948;3257;3565;3903;4254;4607;4672;5466;6545;6665;;;;;;;;;;;0,119194599;0,11626331;0,05398757;0,012968046;0,030676876;0,003064053;0,039652456;0,021243709;0,056160378;0,020618948;0,028679989;0,028182184;0,034778651;0,032392865;0,031658318;0,028809291;0,030242067;0,030452654;0,028866918;0,034360209;0,223331874;0,299904804;0,270683551;0,1862168;0,183119492;0,186719694;0,159444552;0,178923456;0,193500341;0,146177667;1,830860833;1,399672433;1,460360168;1,303470202;0,979167533;1,115239879;0,908315177;0,99712348;0,935101926;1,158598816;0,034140231;0,048028243;0,0295887;0,059943109;0,012528598;0,005742059;0,073848089;0,047517452;0,018848252;0,015724434;0,080545855;0,094304757;0,026217941;0,055660252;0,064630148;0,050172268;0,067617014;0,036044246;0,073193807;0,046783368;1,03221E+12;9,48034E+11;1,10681E+12;1,18252E+12;1,25163E+12;1,36863E+12;1,44778E+12;1,48206E+12;1,57743E+12;1,57967E+12;1;1;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
43;53;1703;KABUPATEN BENGKULU UTARA;1703;5164;5737;6355;6978;7609;8253;8416;9855;12319;12491;;;;;;;;;;;0,011244328;0,094081404;0,04070251;0,022271644;0,023424799;0,026493719;0,084354618;0,011443782;0,004214928;0,043379022;0,064681982;0,051804042;0,060296892;0,061896141;0,10254386;0,058527788;0,065627715;0,080138727;0,063609826;0,059947957;0,176618144;0,14758829;0,188613133;0,074136158;0,15291664;0,185824895;0,144488817;0,133567075;0,131745942;0,188964255;1,3627855;0,879116949;1,071173577;1,051257786;1,076070769;0,864205905;0,886268367;1,176309195;0,897412508;0,876152014;0,097710807;0,017296604;0,037509745;0,070931908;0,008753993;0,022285508;0,087245907;0,085553696;0,004407009;0,024077286;0,140726231;0,131145045;0,071071332;0,071476583;0,062970558;0,040839894;0,031559135;0,11950332;0,108062039;0,079978488;2,24586E+12;2,27049E+12;1,44616E+12;1,5636E+12;1,61132E+12;1,72477E+12;1,73705E+12;1,767E+12;1,91126E+12;4,10482E+12;1;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
44;54;6403;KABUPATEN BERAU;6403;29367;30078;30814;35657;37638;39051;35451;43036;60158;51280;;;;;;;;;;;0,213202489;0,016759296;0,149746877;0,006629532;0,210962335;0,115770376;0,04406429;0,21851408;0,545444142;0,291812084;0,101864133;0,110595775;0,104068676;0,101428385;0,090716807;0,078135248;0,099006989;0,119935248;0,093109473;0,058920193;0,46025879;0,465785785;0,342884541;0,273290168;0,299304178;0,435161136;0,329994977;0,292422364;0,353824636;0,509018233;1,501568834;1,172068795;0,910313579;0,954862752;0,866968542;1,083419544;1,006363463;1,333330987;1,401238696;1,185896363;0,206925445;0,072702955;0,177602025;0,029581984;0,062230578;0,118883167;0,061203544;0,21801946;0,417444633;0,26631516;0,680164358;0,445568014;0,321458668;0,327162963;0,347220051;0,272473849;0,229311139;0,239465496;0,253181844;0,190008377;7,96042E+12;7,47606E+12;7,69883E+12;7,90629E+12;8,07247E+12;8,80228E+12;9,03233E+12;8,89891E+12;1,04378E+13;1,28434E+13;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0
45;55;9106;KABUPATEN BIAK NUMFOR;9106;3936;4526;5052;4992;5184;5476;5224;5498;5865;6282;;;;;;;;;;;0,100231081;0,101018901;0,217651162;0,125080163;0,04939064;0,071828763;0,119928127;0,049502578;0,000332488;0,026161258;0,027505957;0,061417718;0,020286072;0,011268149;0,013035978;0,085525642;0,082858745;0,054693713;0,021265063;0,017569184;0,166026362;0,167103925;0,207813336;0,044279544;0,102036256;0,134663299;0,09923027;0,122753009;0,110694263;0,146889922;0,8043472;1,144929772;0,181005565;0,071667031;0,370457461;2,677391524;0,687241973;0,623342412;0,2679129;0,583480464;0,025109933;0,012971764;0,223085231;0,282096347;0,107577583;0,090896828;0,100086444;0,028957768;0,045730522;0,002415907;0,062883691;0,063168777;0,049922946;0,00423133;0,049346291;0,046108249;0,021331814;0,013359889;0,034610141;0,01754015;1,8562E+12;1,28072E+12;1,31108E+12;1,3758E+12;1,41098E+12;1,44451E+12;1,41354E+12;1,43519E+12;1,63908E+12;1,75565E+12;0;0;0;0;0;0;1;1;1;1;2;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0
